Company Name,City,State,Location
"AVESHKA, INC.",VIENNA,VIRGINIA,"38.9012225, -77.2652604"
"AVION SOLUTIONS, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
AVIONIC INSTRUMENTS LLC,AVENEL,NEW JERSEY,"40.5803818, -74.28514690000002"
AVI-SPL LLC,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
AVON PROTECTION CERADYNE LLC,SALEM,NEW HAMPSHIRE,"42.78855530000001, -71.2008912"
"AVON PROTECTION SYSTEMS, INC.",CADILLAC,MICHIGAN,"44.2519526, -85.40116189999999"
AVOX SYSTEMS INC,LANCASTER,NEW YORK,"42.9006144, -78.6703062"
AXIENT LLC,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"AXIOM RESOURCE MANAGEMENT, INC.",FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
"AXLE INFORMATICS, LLC",NORTH BETHESDA,MARYLAND,"39.0445535, -77.11886779999999"
"AXON ENTERPRISE, INC.",SCOTTSDALE,ARIZONA,"33.4948764, -111.9216734"
AZENTA US INC,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
B.I. INCORPORATED,BOULDER,COLORADO,"40.0189728, -105.2747406"
"B.L. HARBERT INTERNATIONAL, L.L.C.",BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
"BA & W ENTERPRISES, INC.",SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,FORT WAYNE,INDIANA,"41.0794759, -85.1362929"
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,CEDAR RAPIDS,IOWA,"41.9778795, -91.6656232"
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,MERRIMACK,NEW HAMPSHIRE,"42.8666559, -71.49349339999999"
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,NASHUA,NEW HAMPSHIRE,"42.7581256, -71.46517469999999"
BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
BAE SYSTEMS LAND & ARMAMENTS L.P.,SAN JOSE,CALIFORNIA,"37.33874, -121.8852525"
BAE SYSTEMS LAND & ARMAMENTS L.P.,YORK,PENNSYLVANIA,"39.961066, -76.7269596"
BAE SYSTEMS LAND & ARMAMENTS L.P.,STERLING HEIGHTS,MICHIGAN,"42.5803122, -83.0302033"
BAE SYSTEMS LAND & ARMAMENTS L.P.,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
BAE SYSTEMS NORFOLK SHIP REPAIR INC.,NORFOLK,VIRGINIA,"36.8507689, -76.28587259999999"
BAE SYSTEMS ORDNANCE SYSTEMS INC,RADFORD,VIRGINIA,"37.13179239999999, -80.5764477"
BAE SYSTEMS ORDNANCE SYSTEMS INC.,KINGSPORT,TENNESSEE,"36.548434, -82.5618186"
BAE SYSTEMS PROTECTION SYSTEMS INC.,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BOULDER,COLORADO,"40.0189728, -105.2747406"
BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
BAKER-AECOM ENVIRONMENTAL COMPLIANCE JV,MOON TOWNSHIP,PENNSYLVANIA,"40.51697670000001, -80.22134770000001"
BAKER-STANLEY-CARDNO JV,MOON TOWNSHIP,PENNSYLVANIA,"40.51697670000001, -80.22134770000001"
"BALFOUR BEATTY CONSTRUCTION, LLC",DALLAS,TEXAS,"32.7766642, -96.79698789999999"
"BALFOUR BEATTY CONSTRUCTION, LLC",FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
BALL AEROSPACE & TECHNOLOGIES CORP.,BOULDER,COLORADO,"40.0189728, -105.2747406"
"BANYAN COMMUNITY HEALTH CENTER, INC.",MIAMI,FLORIDA,"25.7616798, -80.1917902"
BARGE/EMERSION JOINT VENTURE,NASHVILLE,TENNESSEE,"36.1626638, -86.7816016"
"BARNARD CONSTRUCTION COMPANY, INCORPORATED",BOZEMAN,MONTANA,"45.67931189999999, -111.037259"
BASIC AMERICAN INC,WALNUT CREEK,CALIFORNIA,"37.9100783, -122.0651819"
BASIC COMMERCE & INDUSTRIES INC,MOORESTOWN,NEW JERSEY,"39.96353209999999, -74.95058019999999"
"BASTION TECHNOLOGIES, INC.",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
BATH IRON WORKS CORPORATION,BATH,MAINE,"43.9106353, -69.82060229999999"
BATTELLE MEMORIAL INSTITUTE,WEST JEFFERSON,OHIO,"39.944784, -83.2688045"
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OHIO,"39.9625112, -83.0032218"
"BATTELLE NATIONAL BIODEFENSE INSTITUTE, LLC",FORT DETRICK,MARYLAND,"39.4347477, -77.4286011"
BAY VALLEY FOODS LLC,GREEN BAY,WISCONSIN,"44.5133188, -88.0132958"
BAYER HEALTHCARE PHARMACEUTICALS INC.,WHIPPANY,NEW JERSEY,"40.8254055, -74.4022355"
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
BBB IBI JV,BINGHAMTON,NEW YORK,"42.09712040000001, -75.9116546"
BCCG A JOINT VENTURE,MONTGOMERY,ALABAMA,"32.3792233, -86.3077368"
"BCF SOLUTIONS, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
BCG FEDERAL CORP,BETHESDA,MARYLAND,"38.984652, -77.0947092"
"BEAVER AEROSPACE & DEFENSE, INC.",LIVONIA,MICHIGAN,"42.36837, -83.35270969999999"
"BECHTEL NATIONAL, INC.",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"BECHTEL PLANT MACHINERY, INC.",MONROEVILLE,PENNSYLVANIA,"40.4211798, -79.7881024"
"BECKMAN COULTER, INC.",BREA,CALIFORNIA,"33.916475, -117.9002918"
"BECTON, DICKINSON AND COMPANY",SPARKS,MARYLAND,"39.5309389, -76.6458043"
BEHAVIORAL SYSTEMS SOUTHWEST INC,SAN CLEMENTE,CALIFORNIA,"33.4273521, -117.6126004"
"BEI PRECISION SYSTEMS & SPACE COMPANY, INC",MAUMELLE,ARKANSAS,"34.8700046, -92.39775089999999"
BELL BOEING JOINT PROJECT OFFICE,AMARILLO,TEXAS,"35.2069816, -101.8320065"
BELL TEXTRON INC,FORT WORTH,TEXAS,"32.7554883, -97.3307658"
BENDER CCP INC,VERNON,CALIFORNIA,"34.003903, -118.230073"
BENHAM - MEAD & HUNT,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"BENHAM DESIGN, LLC",OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
BENHAM-STANLEY LLC,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"BEYOND NEW HORIZONS, LLC",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
BEYOND VISION INC,MILWAUKEE,WISCONSIN,"43.0410344, -87.9096783"
"BFBC, LLC",BOZEMAN,MONTANA,"45.67931189999999, -111.037259"
BGRS RELOCATION INC.,OAKBROOK TERRACE,ILLINOIS,"41.8500302, -87.96450770000001"
"BHATE ENVIRONMENTAL ASSOCIATES, INC.",BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
"BIGBEAR.AI FEDERAL, LLC",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
BIG-D CONSTRUCTION CORP.,SALT LAKE CITY,UTAH,"40.7605601, -111.8881397"
"BIOMERIEUX , INC.",DURHAM,NORTH CAROLINA,"35.9955684, -78.9002077"
"BIONETICS CORPORATION, THE",YORKTOWN,VIRGINIA,"37.2387556, -76.5096731"
"BIOSENSE WEBSTER, INC.",IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
BLACK & VEATCH - GEI JV,OVERLAND PARK,KANSAS,"38.9822282, -94.6707917"
BLACK & VEATCH SPECIAL PROJECTS CORP.,OVERLAND PARK,KANSAS,"38.9822282, -94.6707917"
BLACK & VEATCH-JACOBS JV,LEAWOOD,KANSAS,"38.966673, -94.6169012"
BLACK & VEATCH-STANTEC JV LOUISVILLE,OVERLAND PARK,KANSAS,"38.9822282, -94.6707917"
BLACK CONSTRUCTION CORPORATION,HARMON,GUAM,"13.5012706, 144.8065938"
BLACK CONSTRUCTION-TUTOR PERINI JV,HARMON,GUAM,"13.5012706, 144.8065938"
BLACK MICRO CORPORATION,TAMUNING,GUAM,"13.4910224, 144.7906446"
BLACKBOARD INC.,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"BLAND ENGINEERING, INCORPORATED",LAUREL HILL,FLORIDA,"30.965737, -86.4596718"
"BLIND AND VISION IMPAIRED, VIRGINIA DEPARTMENT FOR THE",RICHMOND,VIRGINIA,"37.5407246, -77.4360481"
"BLINDERMAN CONSTRUCTION CO., INC.",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
BLINDERMANPOWER LLC,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
BLUE BIRD BODY COMPANY,FORT VALLEY,GEORGIA,"32.5537585, -83.8874084"
"BLUE ORIGIN FLORIDA, LLC",MERRITT ISLAND,FLORIDA,"28.3180688, -80.6659842"
BLUE ORIGIN LLC,KENT,WASHINGTON,"47.3830671, -122.234771"
BLUE TECH INC.,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"BLUEFORCE, INC.",HAMPTON,VIRGINIA,"37.0298687, -76.34522179999999"
BLUEFORGE ALLIANCE,BRYAN,TEXAS,"30.6743643, -96.3699632"
"BLUEHALO LABS, LLC",ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
BLUEHALO LLC,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"BMC SOFTWARE, INC.",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"BMW OF NORTH AMERICA, LLC",WOODCLIFF LAKE,NEW JERSEY,"41.02075869999999, -74.04950099999999"
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,OMAHA,NEBRASKA,"41.2565369, -95.9345034"
"BOEING COMPANY, THE",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"BOEING COMPANY, THE",MESA,ARIZONA,"33.4151843, -111.8314724"
"BOEING COMPANY, THE",MESA,ARIZONA,"33.4151843, -111.8314724"
"BOEING COMPANY, THE",HUNTINGTON BEACH,CALIFORNIA,"33.6594835, -117.9988026"
"BOEING COMPANY, THE",LONG BEACH,CALIFORNIA,"33.7700504, -118.1937395"
"BOEING COMPANY, THE",EL SEGUNDO,CALIFORNIA,"33.9191799, -118.4164652"
"BOEING COMPANY, THE",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"BOEING COMPANY, THE",ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
"BOEING COMPANY, THE",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"BOEING COMPANY, THE",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"BOEING COMPANY, THE",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"BOEING COMPANY, THE",COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
"BOEING COMPANY, THE",RIDLEY PARK,PENNSYLVANIA,"39.8812236, -75.32379929999999"
"BOEING COMPANY, THE",HEATH,OHIO,"40.0228421, -82.44459909999999"
"BOEING COMPANY, THE",LAYTON,UTAH,"41.0602216, -111.9710529"
"BOEING COMPANY, THE",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"BOEING COMPANY, THE",OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"BOEING COMPANY, THE",OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"BOEING SIKORSKY AIRCRAFT SUPPORT, LLC",FORT CAMPBELL,KENTUCKY,"36.6634467, -87.47739020000002"
BOH ENVIRONMENTAL,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
BOISE STATE UNIVERSITY,BOISE,IDAHO,"43.6150186, -116.2023137"
"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",PASCAGOULA,MISSISSIPPI,"30.3657552, -88.5561272"
"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",LOCKPORT,LOUISIANA,"29.6460467, -90.5392524"
"BOLTON PARTNERS, INC.",TOWSON,MARYLAND,"39.3996772, -76.60538609999999"
BOOZ ALLEN HAMILTON INC,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
BOOZ ALLEN HAMILTON INC,EATONTOWN,NEW JERSEY,"40.290732, -74.05199449999999"
"BOSTON CONSULTING GROUP, INC., THE",BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
"BOSTON GOVERNMENT SERVICES, LLC",OAK RIDGE,TENNESSEE,"36.0103561, -84.26964490000002"
BOSTON SCIENTIFIC CORP,MARLBOROUGH,MASSACHUSETTS,"42.3459271, -71.5522874"
BOWEN ENGINEERING CORPORATION,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
BP PRODUCTS NORTH AMERICA INC.,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
BP PRODUCTS NORTH AMERICA INC.,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
BRACCO DIAGNOSTICS INC,MONROE TOWNSHIP,NEW JERSEY,"40.3209253, -74.4521504"
"BRAD COLE CONSTRUCTION COMPANY, INCORPORATED",CARROLLTON,GEORGIA,"33.5801103, -85.0766113"
"BRASFIELD & GORRIE, L.L.C.",BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
BRAYMAN CONSTRUCTION CORPORATION,SAXONBURG,PENNSYLVANIA,"40.7539538, -79.81005309999999"
BREEZE-EASTERN LLC,WHIPPANY,NEW JERSEY,"40.8254055, -74.4022355"
"BRIDGES FEDERAL REINTEGRATION CENTERS, INC.",ORLANDO,FLORIDA,"28.5383832, -81.3789269"
BRMI CORPORATION,SILVER SPRING,MARYLAND,"38.99066570000001, -77.026088"
"BROAD INSTITUTE, INC., THE",CAMBRIDGE,MASSACHUSETTS,"42.3666036, -71.1056916"
"BROOKHAVEN SCIENCE ASSOCIATES, LLC",UPTON,NEW YORK,"40.8677629, -72.8786801"
BROWN INTERNATIONAL CORPORATION,FAYETTEVILLE,NORTH CAROLINA,"35.0523673, -78.87837739999999"
BROWN UNIVERSITY,PROVIDENCE,RHODE ISLAND,"41.8245558, -71.414199"
"BRTRC FEDERAL SOLUTIONS, INC.",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
BRUKER DETECTION CORPORATION,BILLERICA,MASSACHUSETTS,"42.5584218, -71.2689461"
BT FEDERAL INC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"BUNGE MILLING, INC.",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"BUREAU OF NATIONAL AFFAIRS, INC., THE",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
BURLINGTON INDUSTRIES LLC,GREENSBORO,NORTH CAROLINA,"36.0725632, -79.791534"
"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"BURNS & MCDONNELL, INC.",KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"BURO HAPPOLD CONSULTING ENGINEERS, P.C.",NEW YORK,NEW YORK,"40.7127753, -74.0059728"
"BUSINESS PRODUCTS GROUP, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
BUTT CONSTRUCTION CO INC,DAYTON,OHIO,"39.7592225, -84.1936144"
BUTTERBALL LLC,GARNER,NORTH CAROLINA,"35.7112642, -78.61417089999999"
BV-WOOLPERT JOINT VENTURE,OVERLAND PARK,KANSAS,"38.9822282, -94.6707917"
BWAY CORPORATION,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
"BWC TEXAS TERMINALS, LLC",TEXAS CITY,TEXAS,"29.383845, -94.9027002"
"BWI/TPC, A JOINT VENTURE",SYLMAR,CALIFORNIA,"34.2994874, -118.4588292"
BY LIGHT PROFESSIONAL IT SERVICES LLC,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
C. H. GUERNSEY & COMPANY,OKLAHOMA CITY,OKLAHOMA,"35.4688692, -97.519539"
"C. J. MAHAN CONSTRUCTION COMPANY, LLC",URBANCREST,OHIO,"39.8975632, -83.08685310000001"
"C. W. ROBERTS CONTRACTING, INCORPORATED",TALLAHASSEE,FLORIDA,"30.4381828, -84.28062349999999"
"C.G. SERVICES, LLC",PHILADELPHIA,PENNSYLVANIA,"39.9525839, -75.1652215"
"C2 TECHNOLOGIES, INC.",MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"C4 PLANNING SOLUTIONS, LLC",BLYTHE,GEORGIA,"33.2926427, -82.2015103"
"CA, INC.",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"CACI ENTERPRISE SOLUTIONS, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CACI ENTERPRISE SOLUTIONS, LLC",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
CACI INTERNATIONAL INC,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"CACI NSS, INC.",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"CACI NSS, LLC",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CACI TECHNOLOGIES, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CACI, INC. - COMMERCIAL",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"CACI, INC. - FEDERAL",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CACI, INC. - FEDERAL",FLORHAM PARK,NEW JERSEY,"40.7881053, -74.3893296"
"CACI-ISS, LLC",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CACI-WGI, INC.",TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
"CADDELL CONSTRUCTION CO. (DE), LLC",MONTGOMERY,ALABAMA,"32.3792233, -86.3077368"
CADDELL NOVA A JV,NAPA,CALIFORNIA,"38.2975381, -122.286865"
CADDELL-NAN A JOINT VENTURE,MONTGOMERY,ALABAMA,"32.3792233, -86.3077368"
CADILLAC ASPHALT LLC,CANTON,MICHIGAN,"42.307458, -83.4871494"
"CADMUS GROUP LLC, THE",WALTHAM,MASSACHUSETTS,"42.3764358, -71.23575009999999"
CAE DOSS AVIATION INC.,COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
CAE USA INC.,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
CAE USA INC.,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
CAE USA INC.,ARLINGTON,TEXAS,"32.735687, -97.10806559999999"
CAE USA INC.,ARLINGTON,TEXAS,"32.735687, -97.10806559999999"
CAE USA MISSION SOLUTIONS INC,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
CAELUM RESEARCH CORPORATION,ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
CAES SYSTEMS LLC,LANSDALE,PENNSYLVANIA,"40.2414952, -75.2837862"
CALIBRE SYSTEMS INC,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
CALIDAD INDUSTRIES INC,OAKLAND,CALIFORNIA,"37.8043514, -122.2711639"
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CALIFORNIA,"34.1476527, -118.144302"
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CALIFORNIA,"34.1476527, -118.144302"
CALIFORNIA WATER SERVICE CO.,SAN JOSE,CALIFORNIA,"37.33874, -121.8852525"
CALLAN MARINE LIMITED,GALVESTON,TEXAS,"29.3012309, -94.7950151"
CAMBRIDGE INTERNATIONAL SYSTEMS INC.,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
CAMEL MANUFACTURING COMPANY LLC,PIONEER,TENNESSEE,"36.4175798, -84.3140995"
CAMPBELL FOODSERVICE CO,CAMDEN,NEW JERSEY,"39.9425241, -75.1164689"
"CANON MEDICAL SYSTEMS USA, INC.",TUSTIN,CALIFORNIA,"33.7420005, -117.8236391"
"CAPE - CDM SMITH, A JOINT VENTURE",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
CAPE-BURNS & MCDONNELL JV,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
CAPE-FORGEN JV,NORCROSS,GEORGIA,"33.9411081, -84.2137443"
CAPGEMINI GOVERNMENT SOLUTIONS LLC,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
CAPITAL CURRENCY TEAM,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
CAPSTONE LLC,VIRGINIA BEACH,VIRGINIA,"36.8516437, -75.97921939999999"
CARAHSOFT TECHNOLOGY CORP.,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"CARDINAL HEALTH 200, LLC",WAUKEGAN,ILLINOIS,"42.3636331, -87.84479379999999"
CARDNO - AMEC FOSTER WHEELER JOINT VENTURE,CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
CARDNO GS - AECOM PACIFIC JV,CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
"CARDNO GS, INC.",CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
CARDNO TEC-AECOM ATLANTIC JOINT VENTURE,CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
"CARDNO TEC-LEIDOS, LLC",CHARLOTTESVILLE,VIRGINIA,"38.0301826, -78.4769353"
CARDNO-EA PARTNERS JOINT VENTURE,HUNT VALLEY,MARYLAND,"39.4900013, -76.65850739999999"
CAREER SYSTEMS DEVELOPMENT CORPORATION,WEST HENRIETTA,NEW YORK,"43.0384885, -77.6632587"
"CAREFUSION SOLUTIONS, LLC",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"CARESTREAM HEALTH, INC.",ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
"CARGILL KITCHEN SOLUTIONS, INC",WAYZATA,MINNESOTA,"44.97413, -93.5066217"
CARGILL MEAT SOLUTIONS CORPORATION,WICHITA,KANSAS,"37.693452, -97.3382202"
"CARGILL, INCORPORATED",WAYZATA,MINNESOTA,"44.97413, -93.5066217"
"CARL ZEISS MICROSCOPY, LLC",WHITE PLAINS,NEW YORK,"41.0332209, -73.7650415"
CARLEY CORPORATION,ORLANDO,FLORIDA,"28.5383832, -81.3789269"
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PENNSYLVANIA,"40.4386612, -79.99723519999999"
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PENNSYLVANIA,"40.4386612, -79.99723519999999"
CASHMAN DREDGING & MARINE CONTRACTING CO LLC,QUINCY,MASSACHUSETTS,"42.2513961, -71.00237369999999"
CATERPILLAR INC,PEORIA,ILLINOIS,"40.6926929, -89.59277829999999"
"CAVINESS BEEF PACKERS, LIMITED",AMARILLO,TEXAS,"35.2069816, -101.8320065"
CBE GROUP INCORPORATED THE,CEDAR FALLS,IOWA,"42.5348993, -92.4453161"
"CBRE HEERY, INC.",ATLANTA,GEORGIA,"33.7501275, -84.3885209"
"CBRE, INC",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
CDA INC,ANNAPOLIS,MARYLAND,"38.9764364, -76.489642"
CDM A JOINT VENTURE,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
CDM CONSTRUCTORS INC,RANCHO CUCAMONGA,CALIFORNIA,"34.10639889999999, -117.5931084"
CDM CONSTRUCTORS INC.,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
CDM FEDERAL PROGRAMS CORPORATION,JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
CDM FEDERAL PROGRAMS CORPORATION,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
CDM FEDERAL PROGRAMS CORPORATION,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
CDM STANLEY A JOINT VENTURE,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
CDW GOVERNMENT LLC,VERNON HILLS,ILLINOIS,"42.23933230000001, -87.9653565"
CEG SOLUTIONS LLC,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"CELERITY GOVERNMENT SOLUTIONS, LLC",MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
CELLCO PARTNERSHIP,BASKING RIDGE,NEW JERSEY,"40.7066174, -74.5493284"
"CENSIS TECHNOLOGIES, INC",FRANKLIN,TENNESSEE,"35.9238901, -86.8676866"
"CENTAURI, LLC",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CENTECH GROUP, INC., THE",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"CENTER FOR DISEASE DETECTION, LLC",SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
"CENTERRA GROUP, LLC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
CENTRAL ADMIXTURE PHARMACY SERVICES INC,IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
CENTRAL PLATEAU CLEANUP COMPANY LLC,AIKEN,SOUTH CAROLINA,"33.56055449999999, -81.71950559999999"
CENTRAL RESEARCH INC,LOWELL,ARKANSAS,"36.2541286, -94.1368255"
"CENTRAL VALLEY MEAT CO., INC.",HANFORD,CALIFORNIA,"36.3274502, -119.6456844"
"CENTROID, INC.",PLAINVIEW,NEW YORK,"40.7764882, -73.4673454"
"CENTURUM INFORMATION TECHNOLOGY, INC.",MARLTON,NEW JERSEY,"39.8912248, -74.9218324"
CEPHEID,SUNNYVALE,CALIFORNIA,"37.36883, -122.0363496"
"CERNER GOVERNMENT SERVICES, INC.",KANSAS CITY,KANSAS,"39.11553139999999, -94.62678729999999"
"CFM INTERNATIONAL, INC.",WEST CHESTER,OHIO,"39.3321262, -84.41726659999999"
CGI FEDERAL INC.,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"CGS ADMINISTRATORS, LLC",NASHVILLE,TENNESSEE,"36.1626638, -86.7816016"
CH2M - BURNS & MCDONNELL JOINT VENTURE,GREENWOOD VILLAGE,COLORADO,"39.6172101, -104.9508141"
CH2M HILL - CDM PA-TAC RECOVERY SERVICES,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
CH2M HILL / CLARK NEXSEN ENERGY PARTNERS JV,GREENWOOD VILLAGE,COLORADO,"39.6172101, -104.9508141"
"CH2M HILL CONSTRUCTORS, INC.",ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
"CH2M HILL, INC.",ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
"CHALLENGE UNLIMITED, INC.",ALTON,ILLINOIS,"38.8906038, -90.1842764"
CHAMPION AEROSPACE LLC,LIBERTY,SOUTH CAROLINA,"34.78789100000001, -82.69235909999999"
CHAND LLC,MATHEWS,LOUISIANA,"29.6863233, -90.5467525"
"CHANGE HEALTHCARE OPERATIONS, LLC",NASHVILLE,TENNESSEE,"36.1626638, -86.7816016"
"CHANGEIS, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"CHARLES RIVER LABORATORIES, INC.",WILMINGTON,MASSACHUSETTS,"42.5481714, -71.1724467"
